"doc_id","text","album","year","songwriters","vocals","songwriter_Harrison","songwriter_Lennon","songwriter_McCartney","songwriter_Starr","vocals_Harrison","vocals_Lennon","vocals_McCartney","vocals_Starr","negative","positive","<NA>","sentiment"
"I've Got a Feeling","I've got a feeling, a feeling deep inside Oh yeah, Oh yeah. I've got a feeling, a feeling I can't hide Oh no. Oh no, Oh no, Yeah I've got a feeling. Oh please believe me, I'd hate to miss the train Oh yeah, Oh yeah. And if you leave me I won't be late again Oh no, Oh no, Oh no. Yeah I've got a feeling yeah. All these years I've been wandering around, Wondering how come nobody told me All that I was looking for was somebody Who looked like you. Everybody had a hard year Everybody had a good time Everybody had a wet dream, Everybody saw the sunshine Oh yeah, Oh yeah. Everybody had a good year, Everybody let their hair down, Everybody pulled their socks up, Everybody put their foot down. Oh yeah, Oh yeah.","Let It Be","1969","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,3,3,60,0
"I've Just Seen a Face","I've just seen a face I can't forget the time or place Where we just meet, She's just a girl for me And I want all the world to see We've met. Had it been another day I might have looked the other way And I'd have never been aware, But as it is I'll dream of her tonight. Falling yes I am falling, And she keeps calling Me back again. I have never known The like of this, I've been alone And I have missed things And kept out of sight, For other girls were never quite Like this Falling yes I am falling, And she keeps calling Me back again.","Help!","1965","McCartney","McCartney",0,0,1,0,0,0,1,0,5,2,40,-3
"If I Fell","If I fell in love with you Would you promise to be true And help me understand? 'Cause I've been in love before And I found that love was more Than just holding hands If I give my heart to you, I must be sure From the very start That you, Would love me more than her If I trust in you oh please, Don't run and hide If I love you too oh please Don't hurt my pride like her, 'cause I couldn't stand the pain And I, Would be sad if our new love, Was in vain So I hope you see that I, Would love to love you, And that she will cry When she learns we are two. If I fell in love with you","A Hard Day's Night","1964","Lennon","Lennon/McCartney",0,1,0,0,0,1,1,0,7,13,25,6
"If I Needed Someone","If I needed someone to love You're the one that I'd be thinking of, If I needed someone If I had some more time to spend, Then I guess I'd be with you my friend, If I needed someone Had You come some other day then, It may not have been like this, But you see now I'm too much in love. Carve your number on my wall And maybe you will get a call from me, If I needed someone.","Rubber Soul","1965","Harrison","Harrison",1,0,0,0,1,0,0,0,0,3,27,3
"In My Life","There are places I remember All my life, though some have changed Some forever not for better Some have gone and some remain All these places have their moments With lovers and friends I still can recall Some are dead and some are living In my life I've loved them all But of all these friends and lovers There is no one compares with you And these memories lose their meaning When I think of love as something new Though I know I'll never lose affection For people and things that went before I know I'll often stop and think about them In my life I love you more Though I know I'll never lose affection For people and things that went before I know I'll often stop and think about them In my life I love you more In my life I love you more","Rubber Soul","1965","Lennon/McCartney","Lennon",0,1,1,0,0,1,0,0,4,8,49,4
"It Won't Be Long","It won't be long yeh, It won't be long yeh, It won't be long yeh, Till I belong to you Everynight when everybody has fun, Here I am sitting all on my own It won't be long yeh, It won't be long yeh, It won't be long yeh, Till I belong to you Since you left me, I'm so alone, Now you're coming, You're coming on home I'll be good like I know I should. You're coming home, You're coming home. Every night tears come down from my eyes, Every day I've done nothing but cry. It won't be long yeh, It won't be long yeh, It won't be long yeh, Till I belong to you. Since you left me, I'm so alone, Now you're coming, You're coming on home I'll be good like I know I should. You're coming home, You're coming home. Every day we'll be happy I know, Now I know that you won't leave no more. It won't be long yeh, It won't be long yeh, It won't be long yeh, Till I belong to you.","With the Beatles","1963","Lennon/McCartney","Lennon",0,1,1,0,0,1,0,0,1,6,74,5
"It's All Too Much","It's all too much, It's all too much When I look into your eyes, your love is there for me And the more I go inside, the more there is to see It's all too much for me to take The love that's shining all around you Everywhere, it's what you make For us to take, it's all too much Floating down the stream of time, of life to life with me Makes no difference where you are or where you'd like to be It's all too much for me to take The love that's shining all around here All the world's a birthday cake, So take a piece but not too much Set me on a silver sun, for I know that I'm free Show me that I'm everywhere, and get me home for tea It's all to much for me to see A love that's shining all around here The more I am, the less I know And what I do is all too much It's all too much for me to take The love that's shining all around you Everywhere, it's what you make For us to take, it's all too much It's too much..... It's too much Too much too much too much","Yellow Submarine","1967","Harrison","Harrison",1,0,0,0,1,0,0,0,0,7,60,7
"It's Only Love","I get high when I see you go by My oh my When you sigh, my, my inside just flies Butterflies Why am I so shy when I'm beside you? It's only love and that is all Why should I feel the way I do? It's only love, and that is all But it's so hard loving you Is it right that you and I should fight Every night? Just the sight of you makes nighttime bright Very bright Haven't I the right to make it up girl? It's only love and that is all Why should I feel the way I do? It's only love, and that is all But it's so hard loving you Yes it's so hard loving you, loving you","Help!","1965","Lennon","Lennon",0,1,0,0,0,1,0,0,3,12,24,9
"Julia","Half of what I say is meaningless But I say it just to reach you, Julia Julia, Julia, oceanchild, calls me So I sing a song of love, Julia Julia, seashell eyes, windy smile, calls me So I sing a song of love, Julia Her hair of floating sky is shimmering, glimmering In the sun Julia, Julia, morning moon, touch me So I sing a song of love, Julia When I cannot sing my heart I can only speak my mind, Julia Julia, sleeping sand, silent cloud, touch me So I sing a song of love, Julia Hum hum hum hum... Calls me So I sing a song of love for Julia, Julia, Julia","The Beatles","1968","Lennon","Lennon",0,1,0,0,0,1,0,0,6,9,52,3
"Lady Madonna","Lady Madonna, children at your feet. Wonder how you manage to make ends meet. Who finds the money? When you pay the rent? Did you think that money was heaven sent? Friday night arrives without a suitcase. Sunday morning creep in like a nun. Mondays child has learned to tie his bootlace. See how they run. Lady Madonna, baby at your breast. Wonder how you manage to feed the rest. See how they run. Lady Madonna, lying on the bed, Listen to the music playing in your head. Tuesday afternoon is never ending. Wednesday morning papers didn't come. Thursday night you stockings needed mending. See how they run. Lady Madonna, children at your feet. Wonder how you manage to make ends meet.",NA,"1968","Lennon/McCartney","McCartney",0,1,1,0,0,0,1,0,2,5,69,3
"Let It Be","When i find myself in times of trouble Mother mary comes to me Speaking words of wisdom, let it be. And in my hour of darkness She is standing right in front of me Speaking words of wisdom, let it be. Let it be, let it be. Whisper words of wisdom, let it be. And when the broken hearted people Living in the world agree, There will be an answer, let it be. For though they may be parted there is Still a chance that they will see There will be an answer, let it be. Let it be, let it be. yeah There will be an answer, let it be. And when the night is cloudy, There is still a light that shines on me, Shine on until tomorrow, let it be. I wake up to the sound of music Mother mary comes to me Speaking words of wisdom, let it be. Let it be, let it be. There will be an answer, let it be. Let it be, let it be, Whisper words of wisdom, let it be.","Let It Be","1969","McCartney","McCartney",0,0,1,0,0,0,1,0,4,7,68,3
"Little Child","Little child, Little child, Little child Won't you dance with me? I'm so sad and lonely, Baby take a chance with me. If you want someone to make you feel so fine, Then we'll have some fun, when you're mine oh mine, So come on, come on, come on. Little child, Little child, Little child Won't you dance with me? I'm so sad and lonely, Baby take a chance with me. When you're by my side you're the only one Don't you run and hide, just come on, come on, So come on, come on, come on.","With the Beatles","1963","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,4,2,39,-2
"Long, Long, Long","It's been a long long long time How could I ever have lost you When I loved you It took a long long long time Now I'm so happy I found you How I love you So many tears I was searching So many tears I was wasting, oh oh Now I can see you, be you How can I ever misplace you How I want you Oh I love you Your know that I need you Ooh I love you Oh","The Beatles","1968","Harrison","Harrison",1,0,0,0,1,0,0,0,2,5,27,3
"Love Me Do","Love, love me do You know I love you I'll always be true So ple-e-e-ease Love me do Whoa-oh-oh love me do Love, love me do You know I love you I'll always be true So ple-e-e-ease Love me do Whoa-oh-oh love me do Someone to love (somebody new) Someone to love (someone like you) Love, love me do You know I love you I'll always be true So ple-e-e-ease Love me do Whoa-oh-oh love me do (heh) Interlude Love, love me do You know I love you I'll always be true So ple-e-e-ease Love me do Whoa-oh-oh love me do Yeah, love me do Whoa-oh-oh love me do (Fade out) Yeah, love me do...","Please Please Me","1962","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,0,26,31,26
"Love You To","Each day just goes so fast I turn around - it's past You don't time to hang a sign on me Love me while you can Before I'm dead old man A lifetime is so short A new one can't be bought And what you've got means such a lot to me Make love all day long Make love singing songs There's people standing round Who screw you in the ground They'll fill your head with all the things you see I'll make love to you If you want me to","Revolver","1966","Harrison","Harrison",1,0,0,0,1,0,0,0,2,5,36,3
"Lovely Rita","Lovely Rita meter maid, lovely Rita meter maid Lovely Rita meter maid, nothing can come between us When it gets dark I tow your heart away Standing by a parking meter when I caught a glimpse of Rita Filling in the ticket in her little white book. In the cap she looked much older And the bag across her shoulder Made her look a little like a military man. Lovely Rita meter maid, may I inquire discreetly, When you are free to take some tea with me Took her out and tried to win her, Had a laugh and over dinner Told her I would really like to see her again Got the bill and Rita paid it, Took her home and nearly made it Sitting on a sofa with a sister or two. Oh, lovely Rita meter maid, where would I be without you, Give us a wink and make me think of you","Sgt. Pepper's Lonely Hearts Club Band","1967","McCartney","McCartney",0,0,1,0,0,0,1,0,1,9,74,8
"Lucy in the Sky with Diamonds","Picture yourself in a boat on a river, With tangerine trees and marmalade skies Somebody calls you, you answer quite slowly, A girl with kaleidoscope eyes. Cellophane flowers of yellow and green, Towering over your head. Look for the girl with the sun in her eyes, And she's gone. Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh... Follow her down to a bridge by a fountain Where rocking horse people eat marshmellow pies, Everyone smiles as you drift past the flowers, That grow so incredibly high. Newspaper taxis appear on the shore, Waiting to take you away. Climb in the back with your head in the clouds, And you're gone. Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh... Picture yourself on a train in a station, With plasticine porters with looking glass ties, Suddenly someone is there at the turnstyle, The girl with the kaleidoscope eyes. Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh...","Sgt. Pepper's Lonely Hearts Club Band","1967","Lennon/McCartney","Lennon",0,1,1,0,0,1,0,0,1,2,96,1
"Magical Mystery Tour","Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up (and that's an invitation), roll up for the mystery tour. Roll up (to make a reservation), roll up for the mystery tour. The magical mystery tour is waiting to take you away, Waiting to take you away. Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up (we've got everything you need), roll up for the mystery tour. Roll up (satisfaction guaranteed), roll up for the mystery tour. The magical mystery tour is hoping to take you away, Hoping to take you away. Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up (and that's an invitation), roll up for the mystery tour. Roll up (to make a reservation), roll up for the mystery tour. The magical mystery tour is coming to take you away, Coming to take you away. The magical mystery tour is dying to take you away, Dying to take you away, take you away.","Magical Mystery Tour","1967","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,18,4,75,-14
"Martha My Dear","Martha my dear Though I spend my days in conversation, please Remember me, Martha my love Don't forget me Martha my dear  Hold your head up, you silly girl Look what you've done When you find yourself in the thick of it Help yourself to a bit of what is all around you, silly girl  Take a good look around you Take a good look and you're bound to see That you and me were meant to be For each other Silly girl  (instrumental)  Hold your hand out, you silly girl See what you've done When you find yourself in the thick of it Help yourself to bit of what is all around you, silly girl  Martha my dear, you have always been my inspiration, please Be good to me, Martha my love Don't forget me, Martha my dear","The Beatles","1968","McCartney","McCartney",0,0,1,0,0,0,1,0,5,7,51,2
"Maxwell's Silver Hammer","Joan was quizzical; studied pataphysical Science in the home. Late nights all alone with a test tube. Oh, oh, oh, oh. Maxwell Edison, majoring in medicine, Calls her on the phone. ""Can I take you out to the pictures, Joa, oa, oa, oan? "" But as she's getting ready to go, A knock comes on the door. Bang! Bang! Maxwell's silver hammer Came down upon her head. Bang! Bang! Maxwell's silver hammer Made sure that she was dead. Back in school again Maxwell plays the fool again. Teacher gets annoyed. Wishing to avoid and unpleasant Sce, e, e, ene, She tells Max to stay when the class has gone away, So he waits behind Writing fifty times ""I must not be So, o, o, o.. "" But when she turns her back on the boy, He creeps up from behind. Bang! Bang! Maxwell's silver hammer Came down upon her head. Bang! Bang! Maxwell's silver hammer Made sure that she was dead. P. C. Thirty-one said, ""We caught a dirty one."" Maxwell stands alone Painting testimonial pictures. Oh, oh, oh, oh. Rose and Valerie, screaming from the gallery Say he must go free (Maxwell must go free) The judge does not agree and he tells them So, o, o, O. But as the words are leaving his lips, A noise comes from behind. Bang! Bang! Maxwell's silver hammer Came down upon his head. Bang! Bang! Maxwell's silver hammer Made sure that he was dead. Whoa, oh, oh, oh. Silver hammer man","Abbey Road","1969","McCartney","McCartney",0,0,1,0,0,0,1,0,10,4,125,-6
"Mean Mr. Mustard","Mean Mister Mustard sleeps in the park Shaves in the dark trying to save paper Sleeps in a hole in the road Saving up to buy some clothes Keeps a ten-bob note up his nose Such a mean old man Such a mean old man His sister Pam works in a shop She never stops, she's a go-getter Takes him out to look at the queen Only place that he's ever been Always shouts out something obscene Such a dirty old man Dirty old man","Abbey Road","1969","Lennon","Lennon/McCartney",0,1,0,0,0,1,1,0,4,1,43,-3
"Michelle","Michelle, my belle. These are words that go together well, My Michelle. Michelle, my belle. Sont les mots qui vont tres bien ensemble, Tres bien ensemble. I love you, I love you, I love you. That's all I want to say. Until I find a way I will say the only words I know that You'll understand. Michelle, my belle. Sont les mots qui vont tres bien ensemble, Tres bien ensemble. I need to, I need to, I need to. I need to make you see, Oh, what you mean to me. Until I do I'm hoping you will Know what I mean. I love you. I want you, I want you, I want you. I think you know by now I'll get to you somehow. Until I do I'm telling you so You'll understand. Michelle, my belle. Sont les mots qui vont tres bien ensemble, Tres bien ensemble. I will say the only words I know that You'll understand, my michelle.","Rubber Soul","1965","Lennon/McCartney","McCartney",0,1,1,0,0,0,1,0,0,5,80,5
"Misery","The world is treating me bad misery. I'm the kind of guy, Who never used to cry, The world is treating me bad, misery. I've lost her now for sure, I won't see her no more, It's gonna be a drag in misery. I'll remember all the little things we've done Can't she see she'll always be the only one, only one. Send her back to me, 'Cause everyone can see Without her I will be in misery I'll remember all the little things we've done. She'll remember and she'll miss her only one, lonely one. Send her back to me, 'Cause everyone can see, Without her I will be in misery In misery, My misery,","Please Please Me","1963","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,14,0,43,-14
"Mother Nature's Son","Born a poor young country boy, Mother Nature's son All day long I'm sitting singing songs for everyone Sit beside a mountain stream, see her waters rise Listen to the pretty sound of music as she flies Doo doo doo doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo doo Doo doo doo Find me in my field of grass, Mother Nature's son Swaying daises sing a lazy song beneath the sun Doo doo doo doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo doo Doo doo doo doo doo doo Yeah yeah yeah Mm mm mm mm mm mm mm Mm mm mm, ooh ooh ooh Mm mm mm mm mm mm mm Mm mm mm mm, wah wah wah Wah, Mother Nature's son","The Beatles","1968","McCartney","McCartney",0,0,1,0,0,0,1,0,2,1,98,-1
"No Reply","This happened once before, When I came to your door, No reply. They said it wasn't you, But I saw you peep through your window. I saw the light, I saw the light, I know that you saw me, Cause I looked up to see, Your face. I tried to telephone, They said you were not home, That's a lie, Cause I know where you've been, I saw you walk in your door. I nearly died, I nearly died, Cause you walked hand in hand With another man, In my place. If I were you, I'd realise that I, Love you more than any other guy. And I'll forgive the lies that I, Heard before, When you gave me no reply. I've tried to telephone, They said you were not home, That's a lie, Cause I know where you've been, I saw you walk in your door. I nearly died, I nearly died, Cause you walked hand in hand With another man in my place. No reply, no reply.","Beatles for Sale","1964","Lennon/McCartney","Lennon/McCartney",0,1,1,0,0,1,1,0,7,1,62,-6
"Norwegian Wood (This Bird Has Flown)","I once had a girl Or should I say She once had me  She showed me her room Isn't it good? Norwegian wood  She asked me to stay and she told me to sit anywhere So I looked around and I noticed there wasn't a chair  I sat on a rug Biding my time Drinking her wine  We talked until two And then she said It's time for bed  She told me she worked in the morning and started to laugh I told her I didn't and crawled off to sleep in the bath  And when I awoke I was alone This bird has flown  So I lit a fire Isn't it good? Norwegian wood","Rubber Soul","1965","Lennon/McCartney","Lennon",0,1,1,0,0,1,0,0,0,3,42,3
"Not a Second Time","You know you've made me cry, I see no use in wondering why, I cried for you. And now you've changed your mind, I see no reason to change mine, My crying is through. You're giving me the same old line, I'm wondering why. You hurt me then, You're back again, No, no, no,not a second time.","With the Beatles","1963","Lennon","Lennon",0,1,0,0,0,1,0,0,2,0,21,-2
"Nowhere Man","He's a real nowhere Man, Sitting in his Nowhere Land, Making all his nowhere plans For nobody. Doesn't kave a point of view, Knows not where he's going to, Isn't he a bit like you and me? Nowhere Man, please listen, You don't know what you're missing, Nowhere Man, the world is at your command. He's as blind as he can be, Just sees what he wants to see, Nowhere Man can you see me at all? Doesn't kave a point of view, Knows not where he's going to, Isn't he a bit like you and me? Nowhere Man, don't worry, Take your time, don't hurry, Leave it all 'till somebody else Lends you a hand. He's a real Nowhere Man, Sitting in his Nowhere Land, Making all his nowhere plans For nobody.","Rubber Soul","1965","Lennon/McCartney","Lennon/McCartney/Harrison",0,1,1,0,1,1,1,0,2,2,62,0
"Ob-La-Di, Ob-La-Da","Desmond has a barrow in the market place Molly is the singer in a band Desmond says to Molly, Girl, I like your face And Molly says this as she takes him by the hand Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on. Desmond takes a trolly to the jeweller's store Buys a twenty carat golden ring Takes it back to Molly waiting at the door And as he gives it to her she begins to sing Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on. In a couple of years they have built A home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones. Happy ever after in the market place Desmond lets the children lend a hand Molly stays at home and does his pretty face And in the evening she's a singer with the band. Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on. In a couple of years they have built A home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones. Happy ever after in the market place Molly lets the children lend a hand Desmond stays at home and does his pretty face And in the evening she's a singer with the band. Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on. Well, if you want some fun, take ob-la-di-la-da","The Beatles","1968","McCartney","McCartney",0,0,1,0,0,0,1,0,0,10,154,10
"Octopus's Garden","(Starkey) I'd like to be under the sea In an octopus's garden in the shade He'd let us in, knows where we've been In his octopus's garden in the shade I'd ask my friends to come and see An octopus's garden with me I'd like to be under the sea In an octopus's garden in the shade We would be warm below the storm In our little hideaway beneath the waves Resting our head on the sea bed In an octopus's garden near a cave We would sing and dance around Because we know we can't be found I'd like to be under the sea In an octopus's garden in the shade We would shout and swim about The coral that lies beneath the ocean waves (Lies beneath the ocean waves) Oh what joy for every girl and boy Knowing they're happy and they're safe (Happy and they're safe) We would be so happy you and me No one there to tell us what to do I'd like to be under the sea In an octopus's garden with you In an octopus's garden with you In an octopus's garden with you","Abbey Road","1969","Starr","Starr",0,0,0,1,0,0,0,1,3,11,63,8
"Oh! Darling","Oh! Darling, please believe me I'll never do you no harm Believe me when I tell you I'll never do you no harm Oh! Darling, if you leave me I'll never make it alone Believe me when I beg you Don't ever leave me alone When you told me you didn't need me anymore Well you know I nearly broke down and cried When you told me you didn't need me anymore Well you know I nearly broke down and died Oh! Darling, if you leave me I'll never make it alone Believe me when I tell you I'll never do you no harm When you told me you didn't need me anymore Well you know I nearly broke down and cried When you told me you didn't need me anymore Well you know I nearly broke down and died Oh! Darling, please believe me I'll never let you down Believe me when I tell you I'll never do you no harm","Abbey Road","1969","McCartney","McCartney",0,0,1,0,0,0,1,0,11,8,50,-3
"Old Brown Shoe","I want a love that's right but right is only half of what's wrong, I want a short haired girl who sometimes wears it twice as long. I'm stepping out this old brown shoe, Baby I'm in love with you, I'm so glad you cam here it won't be the same now I'm telling you. You know you pick me up from where some try to drag me down, And when I see your smile replacing ev'ry thoughtless frown, Got me escaping from this zoo, Baby I'm in love with you, I'm so glad you came here it won't be the same now I'm telling you. If I grow up I'll be a singer, Wearing rings on every finger, Not worrying what they or you say. I'll live and love and maybe some day, Who knows baby, You may comfort me. I may appear to be imperfect, My love is something you can't reject, I'm changing faster than the weather, If you and me should get together, Who knows baby You may comfort me. I want that love of yours To miss that love is something I'd hate, I'll make an early start I'm making sure that I'm not late, For your sweet top lip I'm in the queue, Baby I'm in love with you, I'm so glad you came here it won't be the same now when I'm with you. I'm so glad you came here it won't be the same now when I'm with you",NA,"1969","Harrison","Harrison",1,0,0,0,1,0,0,0,9,20,69,11
"One After 909","My baby says she's trav'ling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice I said I'm trav'ling on the one after 909  I begged her not to go and I begged her on my bended knee You're only fooling around, you're fooling around with me I said move over once, move over twice Come on baby don't be cold as ice I said I'm trav'ling on the one after 909  They've got my bag, run to the station Railman says: You've got the the wrong location They've got my bag, run right home Then I find I've got the number wrong  Well I said I'm trav'ling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice I said I'm trav'ling on the one after 909  They've got my bag, run to the station Railman says: You've got the the wrong location They've got my bag, run right home Then I find I've got the number wrong  Well I said I'm trav'ling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice I said we're trav'ling on the one after 90 I said we're trav'ling on the one after 90 I said we're trav'ling on the one after 909  (Oh Danny Boy, the old summer is calling)","Let It Be","1969","Lennon","Lennon/McCartney",0,1,0,0,0,1,1,0,8,4,121,-4
"Only a Northern Song","If you're listening to this song, You may think the cords are going wrong. But they're not We just wrote it like that  When you're listening late at night, You may think the bands are not quite right, But they are, They just play it like that  It doesn't really matter what chords I play, What words I say, Or time of day it is As it's only a northern song  *music*  It doesn't really matter what clothes I wear, Or how I pur Or if my hair is brown When it's only a northern song  If you think the harmony Is a little dark and out of key, You're correct, There's nobody there  And it told you there's no one there  *music*  Adicionar à playlist","Yellow Submarine","1967","Harrison","Harrison",1,0,0,0,1,0,0,0,2,5,46,3
"P.S. I Love You","As I write this letter Send my love to you Remember that I'll always Be in love with you  Treasure these few words till we're together Keep all my love forever P.S. I love you You, you, you  I'll be coming home again to you, love And till the day I do, love P.S. I love you You, you, you  As I write this letter Send my love to you Remember that I'll always Be in love with you  Treasure these few words till we're together Keep all my love forever P.S. I love you You, you, you  As I write this letter (Oh) Send my love to you (You know I want you to) Remember that I'll always (Yeah) Be in love with you  I'll be coming home again to you, love And till the day I do, love P.S. I love you You, you, you You, you, you I love you","Please Please Me","1962","Lennon/McCartney","McCartney",0,1,1,0,0,0,1,0,0,19,36,19
"Paperback Writer","Paperback writer Writer, writer Dear, sir or madam, will you read my book? It took me years to write, will you take a look? It's based on a novel by a man named Lear And I need a job, so I want to be a paperback writer  Paperback writer!  It's a dirty story of a dirty man And his clinging wife doesn't understand His son is working for the Daily Mail It's a steady job, but he wants to be a paperback writer  Paperback writer!  Paperback writer Writer, writer  It's a thousand pages, give or take a few I'll be writing more in a week or two I can make it longer if you like the style I can change it 'round, but I want to be a paperback writer  Paperback writer!  If you really like it, you can have the right You can make a million for you overnight If you must return it, you can send here But I need a break, and I want to be a paperback writer  Paperback writer!  Paperback writer Writer, writer  Paperback writer Paperback writer Paperback writer Paperback writer  Adicionar à playlist",NA,"1966","McCartney","McCartney",0,0,1,0,0,0,1,0,3,4,96,1
"Penny Lane","Penny lane there is a barber showing photographs Of every head he´s had the pleasure to have known And all the people that come and go Stop and say hello  On the corner is a banker with a motor car The little children laugh at him behind his back And the banker never wears a mac In the pouring rain Very strange  Penny lane is in my ears and in my eyes There beneath the blue suburban skies I sit and meanwhile back  In penny lane there is a fireman with an hourglass And in his pocket is a portrait of the queen He likes to keep his fire engine clean It´s a clean machine  Penny lane is in my ears and in my eyes A four of fish and finger pies In summer, meanwhile back  Behind the shelter in the middle of the roundabout The pretty nurse is selling poppies from a tray And though she feels as if she´s in a play She is anyway  Penny lane the barber shaves another customer We see the banker sitting waiting for a trim And then the fireman rushes in From the pouring rain Very strange  Penny lane is in my ears and in my eyes There beneath the blue suburban skies Penny lane is in my ears and in my eyes There beneath the blue suburban skies Penny lane","Magical Mystery Tour","1966","McCartney","McCartney",0,0,1,0,0,0,1,0,2,5,106,3
"Piggies","Have you seen the little piggies Crawling in the dirt? And for all the little piggies, Life is getting worse; Always having dirt to Play around in.  Have you seen the bigger piggies In their starched white shirts? You will find the bigger piggies Stirring up the dirt Always have clean shirts to Play around in.  In their styes with all their backing, They don't care What goes on around. In their eyes there's something lacking. What they need's a damn good whacking.  Everywhere there's lots of piggies Living piggy lives. You can see them out for dinner With their piggy wives. Clutching forks and knives to Eat their bacon.","The Beatles","1968","Harrison","Harrison",1,0,0,0,1,0,0,0,6,2,51,-4
"Please Please Me","Last night I said these words to my girl I know you never even try, girl C\'mon (C\'mon), c\'mon (C\'mon), c\'mon (C\'mon), c\'mon (C\'mon) Please please me, whoa yeah, like I please you  You don\'t need me to show the way, love Why do I always have to say ""love"" C\'mon (C\'mon), c\'mon (C\'mon), c\'mon (C\'mon), c\'mon (C\'mon) Please please me, whoa yeah, like I please you  I don\'t wanna sound complaining But you know there\'s always rain in my heart (In my heart) I do all the pleasing with you, it\'s so hard to reason With you, whoah yeah, why do you make me blue  Last night I said these words to my girl I know you never even try, girl C\'mon (C\'mon), c\'mon (C\'mon), c\'mon (C\'mon), c\'mon (C\'mon) Please please me, whoa yeah, like I please you (Me) Whoa yeah, like I please you (Me) Whoa yeah, like I please you","Please Please Me","1962","Lennon","Lennon/McCartney",0,1,0,0,0,1,1,0,2,13,79,11
"Polythene Pam","Well you should see Polythene Pam She\'s so good-looking but she looks like a man Well you should see her in drag dressed in her polythene bag Yes you should see Polythene Pam Yeah yeah yeah  Get a dose of her in jackboots and kilt She\'s killer-diller when she\'s dressed to the hilt She\'s the kind of a girl that makes the ""News of the World"" Yes you could say she was attractively built Yeah yeah yeah","Abbey Road","1969","Lennon","Lennon",0,1,0,0,0,1,0,0,1,4,35,3
"Revolution","You say you want a revolution Well, you know We all want to change the world You tell me that it's evolution Well, you know We all want to change the world  But when you talk about destruction Don't you know that you can count me out  Don't you know it's gonna be alright Alright, alright  You say you got a real solution Well, you know We'd all love to see the plan You ask me for a contribution Well, you know We're all doing what we can  But if you want money for people with minds that hate All I can tell you is brother you have to wait  Don't you know it's gonna be alright Alright, alright, al...  You say you'll change the constitution Well, you know We all want to change your head You tell me it's the institution Well, you know You'd better free your mind instead  But if you go carrying pictures of Chairman Mao You ain't going to make it with anyone anyhow  Don't you know know it's gonna be alright Alright, alright  Alright, alright Alright, alright Alright, alright Alright, alright",NA,"1968","Lennon","Lennon",0,1,0,0,0,1,0,0,2,10,80,8
"Revolution 1","Ah, take 2 OK!  You say you want a revolution Well you know We all want to change the world You tell me that it's evolution Well you know We all want to change the world But when you talk about destruction Don't you know you can count me out in Don't you know it's gonna be alright Don't you know it's gonna be alright Don't you know it's gonna be alright  You say you got a real solution Well you know We'd all love to see the plan You ask me for a contribution Well you know We're doing what we can But if you want money for people with minds that hate All I can tell you is brother you have to wait Don't you know it's gonna be alright Don't you know it's gonna be alright Don't you know it's gonna be alright  You say you'll change the constitution Well you know We'd all love to change your head You tell me it's the institution Well you know You better free your mind instead But if you go carrying pictures of Chairman Mao You ain't going to make it with anyone anyhow Don't you know it's gonna be alright Don't you know it's gonna be alright Don't you know it's gonna be alright  Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh Alright, alright, alright, alright, alright Alright, alright, alright, alright, alright Oh, oh, oh, oh, oh, oh Alright, alright, alright Alright Alright","The Beatles","1968","Lennon","Lennon",0,1,0,0,0,1,0,0,2,11,98,9
